State,Account_Length,Area_Code,Intl_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,CustServ_Calls,Latitude,Longitude,Name,Churn
CO,141,415,0,1,32,148.6,91,25.26,131.1,97,11.14,219.4,142,9.87,10.1,1,2.73,1,39.550051,-105.782067,Colorado,0
AZ,127,415,0,1,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,1,3.13,1,34.048928000000004,-111.093731,Arizona,0
GA,58,510,0,0,0,243.1,105,41.33,231.4,108,19.67,180.9,120,8.14,7.8,4,2.11,2,32.157435,-82.907123,Georgia,0
WY,58,510,0,0,0,210.1,126,35.72,248.9,108,21.16,158.6,88,7.14,14.4,2,3.89,4,43.075968,-107.290284,Wyoming,0
OR,116,415,1,0,0,215.4,104,36.62,204.8,79,17.41,278.5,109,12.53,12.6,5,3.4,3,43.804133,-120.554201,Oregon,0
WV,36,408,0,0,0,175.1,144,29.77,216.9,69,18.44,243.7,146,10.97,9.9,3,2.67,1,38.597626,-80.454903,West Virginia,0
NC,133,408,1,1,32,221.1,137,37.59,264.9,99,22.52,168.9,108,7.6,15.4,4,4.16,2,35.759573,-79.0193,North Carolina,1
SD,114,415,0,1,36,309.9,90,52.68,200.3,89,17.03,183.5,105,8.26,14.2,2,3.83,1,43.969515,-99.901813,South Dakota,0
MI,74,415,0,0,0,124.8,114,21.22,133.0,121,11.31,160.3,85,7.21,10.6,7,2.86,3,44.314844,-85.602364,Michigan,0
OH,135,415,0,0,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,40.417287,-82.907123,Ohio,0
ID,56,510,0,0,0,150.9,79,25.65,161.8,87,13.75,167.7,115,7.55,11.7,5,3.16,3,44.068202,-114.742041,Idaho,0
DC,55,510,1,0,0,106.1,77,18.04,123.5,100,10.5,96.4,92,4.34,12.9,3,3.48,0,38.905985,-77.03341800000003,District of Columbia,0
WI,162,408,0,0,0,177.1,131,30.11,114.7,122,9.75,153.6,88,6.91,6.5,6,1.76,3,43.78444,-88.787868,Wisconsin,0
NV,92,415,0,1,44,152.0,95,25.84,274.9,73,23.37,162.4,121,7.31,10.0,1,2.7,2,38.80261,-116.419389,Nevada,0
WI,114,415,0,1,26,137.1,88,23.31,155.7,125,13.23,247.6,94,11.14,11.5,7,3.11,2,43.78444,-88.787868,Wisconsin,0
MI,86,415,0,1,28,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9.0,2,2.43,1,44.314844,-85.602364,Michigan,0
NJ,53,408,0,0,0,228.6,117,38.86,132.8,123,11.29,227.2,124,10.22,10.1,2,2.73,9,40.058324,-74.405661,New Jersey,1
KY,115,510,0,0,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,37.839333,-84.27001800000002,Kentucky,0
MI,126,415,1,1,26,129.3,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1,44.314844,-85.602364,Michigan,0
VT,73,408,0,0,0,213.0,95,36.21,188.8,104,16.05,136.2,89,6.13,13.5,3,3.65,0,44.55880300000001,-72.577841,Vermont,0
IA,44,415,0,0,0,308.6,139,52.46,150.8,94,12.82,198.7,66,8.94,7.3,3,1.97,4,41.878003,-93.097702,Iowa,1
OR,49,510,0,0,0,119.4,69,20.3,273.3,92,23.23,214.4,153,9.65,12.4,7,3.35,2,43.804133,-120.554201,Oregon,0
NY,122,415,0,0,0,141.4,128,24.04,146.4,70,12.44,123.0,75,5.54,8.1,4,2.19,0,43.299428000000006,-74.217933,New York,0
ME,57,415,0,1,33,193.4,105,32.88,231.6,79,19.69,226.2,90,10.18,11.1,11,3.0,2,45.253783,-69.44546899999999,Maine,0
IN,101,415,0,1,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,40.551217,-85.602364,Indiana,0
MN,61,415,0,0,0,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,9.0,6,2.43,1,46.729553,-94.6859,Minnesota,0
NY,137,415,1,0,0,174.0,123,29.58,161.3,115,13.71,260.7,98,11.73,11.4,3,3.08,2,43.299428000000006,-74.217933,New York,0
DC,121,408,0,0,0,168.6,121,28.66,168.6,94,14.33,95.3,59,4.29,12.3,4,3.32,1,38.905985,-77.03341800000003,District of Columbia,0
AL,73,415,0,0,0,192.2,86,32.67,168.6,116,14.33,139.8,87,6.29,9.4,6,2.54,1,32.318231,-86.902298,Alabama,0
DC,108,408,0,1,35,215.9,106,36.7,200.6,107,17.05,195.4,107,8.79,15.5,7,4.19,0,38.905985,-77.03341800000003,District of Columbia,0
MA,17,415,1,0,0,162.8,118,27.68,229.6,91,19.52,332.7,94,14.97,13.6,3,3.67,0,42.407211,-71.382437,Massachusetts,1
AL,131,415,0,1,25,192.7,85,32.76,225.9,105,19.2,254.2,59,11.44,10.9,6,2.94,2,32.318231,-86.902298,Alabama,0
NV,124,415,0,0,0,234.4,61,39.85,179.3,111,15.24,285.5,117,12.85,10.4,6,2.81,3,38.80261,-116.419389,Nevada,0
OH,83,510,0,0,0,227.9,78,38.74,207.5,115,17.64,211.7,100,9.53,12.1,5,3.27,1,40.417287,-82.907123,Ohio,0
ME,149,408,0,0,0,237.6,79,40.39,192.4,107,16.35,207.4,111,9.33,9.1,9,2.46,0,45.253783,-69.44546899999999,Maine,0
GA,27,510,0,0,0,72.7,75,12.36,208.6,117,17.73,65.8,71,2.96,9.9,3,2.67,1,32.157435,-82.907123,Georgia,0
WY,157,415,1,0,0,180.4,123,30.67,194.0,98,16.49,227.3,88,10.23,8.4,5,2.27,0,43.075968,-107.290284,Wyoming,0
ID,99,408,0,0,0,159.7,83,27.15,155.4,121,13.21,255.7,114,11.51,8.4,3,2.27,1,44.068202,-114.742041,Idaho,0
ME,97,510,0,0,0,120.8,96,20.54,169.8,101,14.43,194.1,63,8.73,11.9,3,3.21,4,45.253783,-69.44546899999999,Maine,1
DC,144,415,0,0,0,133.3,101,22.66,255.5,127,21.72,228.6,68,10.29,11.6,2,3.13,0,38.905985,-77.03341800000003,District of Columbia,0
MN,163,408,0,1,22,215.1,91,36.57,138.9,102,11.81,146.2,109,6.58,12.4,2,3.35,2,46.729553,-94.6859,Minnesota,0
NE,93,408,0,0,0,152.4,74,25.91,274.6,88,23.34,252.2,120,11.35,6.6,5,1.78,3,41.492537,-99.901813,Nebraska,0
IL,76,510,0,0,0,186.1,96,31.64,211.6,100,17.99,230.6,100,10.38,8.0,4,2.16,0,40.633125,-89.398528,Illinois,0
SD,52,510,0,1,20,133.3,63,22.66,184.1,123,15.65,272.9,107,12.28,13.5,2,3.65,1,43.969515,-99.901813,South Dakota,0
VA,21,415,0,0,0,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,37.431573,-78.656894,Virginia,0
FL,106,415,0,1,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,27.664827,-81.515754,Florida,0
TN,105,510,0,0,0,119.3,82,20.28,185.1,111,15.73,157.0,74,7.07,10.9,4,2.94,2,35.517491,-86.58044699999998,Tennessee,0
OK,149,510,0,1,43,206.7,79,35.14,174.6,122,14.84,241.5,80,10.87,10.9,3,2.94,1,35.007752,-97.092877,Oklahoma,0
RI,94,415,0,0,0,139.4,95,23.7,159.1,92,13.52,128.2,129,5.77,7.7,3,2.08,0,41.580095,-71.477429,Rhode Island,0
NJ,125,415,0,0,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,40.058324,-74.405661,New Jersey,0
LA,67,510,0,0,0,310.4,97,52.77,66.5,123,5.65,246.5,99,11.09,9.2,10,2.48,4,31.244823,-92.145024,Louisiana,0
MS,115,415,0,0,0,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,32.354668,-89.398528,Mississippi,0
CT,63,408,0,1,25,190.0,137,32.3,116.6,76,9.91,141.5,110,6.37,12.2,2,3.29,1,41.60322100000001,-73.087749,Connecticut,0
UT,116,415,0,1,44,230.6,94,39.2,224.1,103,19.05,244.0,76,10.98,11.1,2,3.0,0,39.32098,-111.093731,Utah,0
AK,130,415,0,0,0,242.5,101,41.23,102.8,114,8.74,142.4,89,6.41,9.3,2,2.51,2,63.588753,-154.493062,Alaska,0
SC,41,408,0,0,0,237.8,92,40.43,223.5,155,19.0,217.4,90,9.78,10.2,6,2.75,2,33.836081,-81.163725,South Carolina,0
OK,116,510,0,0,0,205.0,90,34.85,140.9,114,11.98,272.6,96,12.27,7.5,4,2.03,2,35.007752,-97.092877,Oklahoma,0
KY,108,408,0,0,0,73.8,105,12.55,143.4,114,12.19,170.2,98,7.66,10.9,3,2.94,2,37.839333,-84.27001800000002,Kentucky,0
WI,63,510,0,1,34,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1,43.78444,-88.787868,Wisconsin,0
NY,98,408,0,0,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,43.299428000000006,-74.217933,New York,0
WV,73,415,0,0,0,240.3,130,40.85,162.5,83,13.81,231.9,136,10.44,11.9,3,3.21,0,38.597626,-80.454903,West Virginia,0
GA,141,510,0,1,23,149.7,112,25.45,162.5,118,13.81,220.3,115,9.91,7.6,2,2.05,3,32.157435,-82.907123,Georgia,0
SD,110,408,0,1,40,202.6,103,34.44,118.8,128,10.1,234.9,98,10.57,9.0,9,2.43,2,43.969515,-99.901813,South Dakota,0
VT,117,408,1,0,0,167.1,86,28.41,177.5,87,15.09,249.4,132,11.22,14.1,7,3.81,2,44.55880300000001,-72.577841,Vermont,1
TX,150,510,0,0,0,178.9,101,30.41,169.1,110,14.37,148.6,100,6.69,13.8,3,3.73,4,31.968599,-99.901813,Texas,1
OK,146,415,0,0,0,206.3,151,35.07,148.6,89,12.63,167.2,91,7.52,6.1,3,1.65,1,35.007752,-97.092877,Oklahoma,0
MA,121,510,0,1,24,218.2,88,37.09,348.5,108,29.62,212.6,118,9.57,7.5,7,2.03,3,42.407211,-71.382437,Massachusetts,0
OR,6,408,0,0,0,226.5,93,38.51,152.1,122,12.93,164.4,98,7.4,9.4,4,2.54,3,43.804133,-120.554201,Oregon,0
DE,63,408,0,0,0,117.1,118,19.91,249.6,90,21.22,162.2,84,7.3,11.1,4,3.0,3,38.910832,-75.52767,Delaware,0
VA,150,510,0,0,0,169.2,123,28.76,216.8,83,18.43,179.4,107,8.07,12.6,3,3.4,1,37.431573,-78.656894,Virginia,0
TX,82,415,0,0,0,130.0,110,22.1,185.3,88,15.75,178.7,105,8.04,8.3,4,2.24,0,31.968599,-99.901813,Texas,0
WI,67,510,0,0,0,109.1,134,18.55,142.3,76,12.1,91.2,86,4.1,10.9,5,2.94,2,43.78444,-88.787868,Wisconsin,0
KS,43,415,0,0,0,27.0,117,4.59,160.9,97,13.68,279.5,96,12.58,10.7,3,2.89,3,39.011902,-98.484246,Kansas,0
ID,74,415,0,0,0,221.1,124,37.59,110.8,94,9.42,240.1,112,10.8,10.6,3,2.86,0,44.068202,-114.742041,Idaho,0
WI,102,408,0,0,0,200.6,106,34.1,152.5,127,12.96,199.4,128,8.97,7.7,2,2.08,3,43.78444,-88.787868,Wisconsin,0
MT,13,415,0,1,31,265.3,94,45.1,147.6,95,12.55,259.3,117,11.67,12.9,1,3.48,1,46.879682,-110.362566,Montana,0
AZ,113,510,0,0,0,128.7,100,21.88,227.1,67,19.3,178.1,135,8.01,9.2,4,2.48,2,34.048928000000004,-111.093731,Arizona,1
TN,120,408,1,0,0,179.9,72,30.58,170.0,98,14.45,190.6,89,8.58,13.8,2,3.73,1,35.517491,-86.58044699999998,Tennessee,1
CT,184,510,1,0,0,213.8,105,36.35,159.6,84,13.57,139.2,137,6.26,5.0,10,1.35,2,41.60322100000001,-73.087749,Connecticut,0
TN,106,415,0,0,0,119.2,142,20.26,228.4,139,19.41,197.9,61,8.91,8.4,9,2.27,2,35.517491,-86.58044699999998,Tennessee,0
MN,79,408,0,1,32,50.6,62,8.6,201.4,87,17.12,146.8,121,6.61,4.2,4,1.13,2,46.729553,-94.6859,Minnesota,0
AR,103,415,0,1,31,185.4,105,31.52,197.6,126,16.8,147.1,110,6.62,14.5,4,3.92,2,35.20105,-91.831833,Arkansas,0
TX,98,408,0,1,19,110.5,87,18.79,227.8,97,19.36,243.6,84,10.96,11.0,4,2.97,1,31.968599,-99.901813,Texas,0
DC,88,415,0,1,17,219.5,78,37.32,222.1,94,18.88,188.3,92,8.47,16.1,5,4.35,1,38.905985,-77.03341800000003,District of Columbia,0
OK,138,510,0,1,33,155.2,139,26.38,268.3,79,22.81,186.4,71,8.39,9.7,4,2.62,3,35.007752,-97.092877,Oklahoma,0
WY,146,415,0,1,11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2,43.075968,-107.290284,Wyoming,0
OH,29,415,1,1,37,235.0,101,39.95,183.3,79,15.58,139.8,106,6.29,5.7,7,1.54,2,40.417287,-82.907123,Ohio,0
OK,155,408,0,1,30,61.6,103,10.47,255.1,110,21.68,225.9,96,10.17,12.4,5,3.35,1,35.007752,-97.092877,Oklahoma,0
CO,118,408,0,0,0,188.8,60,32.1,217.4,64,18.48,220.1,100,9.9,8.2,7,2.21,4,39.550051,-105.782067,Colorado,0
ME,140,415,0,0,0,159.1,104,27.05,269.8,106,22.93,220.4,116,9.92,10.3,4,2.78,1,45.253783,-69.44546899999999,Maine,0
NC,161,415,0,0,0,322.3,100,54.79,230.4,135,19.58,241.5,104,10.87,7.8,5,2.11,2,35.759573,-79.0193,North Carolina,1
TN,98,415,0,0,0,162.8,65,27.68,185.0,109,15.73,219.5,104,9.88,6.0,3,1.62,2,35.517491,-86.58044699999998,Tennessee,0
OR,92,415,0,0,0,196.5,82,33.41,190.0,89,16.15,163.2,99,7.34,10.8,2,2.92,2,43.804133,-120.554201,Oregon,0
MA,86,510,0,0,0,176.3,79,29.97,259.2,97,22.03,287.4,78,12.93,6.2,3,1.67,0,42.407211,-71.382437,Massachusetts,0
WY,53,415,0,1,27,25.9,119,4.4,206.5,96,17.55,228.1,64,10.26,6.5,7,1.76,1,43.075968,-107.290284,Wyoming,0
NJ,129,415,0,0,0,168.4,117,28.63,217.1,129,18.45,81.6,100,3.67,11.8,7,3.19,1,40.058324,-74.405661,New Jersey,0
TN,114,510,0,0,0,172.0,145,29.24,276.4,101,23.49,193.7,100,8.72,10.1,9,2.73,1,35.517491,-86.58044699999998,Tennessee,0
MI,52,415,0,0,0,204.4,97,34.75,273.2,128,23.22,179.6,118,8.08,11.0,5,2.97,1,44.314844,-85.602364,Michigan,0
MT,113,415,0,0,0,215.9,93,36.7,240.1,85,20.41,156.7,123,7.05,4.9,5,1.32,3,46.879682,-110.362566,Montana,0
VT,46,408,0,0,0,196.7,85,33.44,205.9,74,17.5,216.6,112,9.75,11.2,5,3.02,3,44.55880300000001,-72.577841,Vermont,0
MN,95,415,0,0,0,149.2,96,25.36,260.7,116,22.16,201.0,120,9.05,8.1,2,2.19,1,46.729553,-94.6859,Minnesota,0
VA,92,510,1,0,0,252.3,120,42.89,207.0,112,17.6,284.6,95,12.81,12.0,5,3.24,3,37.431573,-78.656894,Virginia,1
MS,76,408,0,0,0,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,5.4,3,1.46,0,32.354668,-89.398528,Mississippi,0
MO,120,415,0,1,24,212.7,73,36.16,257.5,103,21.89,227.8,119,10.25,9.7,13,2.62,2,37.964253,-91.831833,Missouri,0
AL,69,415,0,0,0,183.4,85,31.18,237.6,100,20.2,228.0,94,10.26,9.0,5,2.43,3,32.318231,-86.902298,Alabama,0
IN,113,415,0,0,0,209.4,151,35.6,347.3,113,29.52,246.0,116,11.07,7.4,2,2.0,1,40.551217,-85.602364,Indiana,1
WA,119,415,0,1,26,161.3,97,27.42,250.3,110,21.28,142.4,92,6.41,6.6,8,1.78,1,47.751074,-120.740139,Washington,0
MN,142,510,0,1,40,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,46.729553,-94.6859,Minnesota,0
TX,70,510,0,0,0,59.5,103,10.12,257.2,106,21.86,208.3,86,9.37,11.1,6,3.0,0,31.968599,-99.901813,Texas,0
WA,40,415,0,1,41,148.1,74,25.18,169.5,88,14.41,214.1,102,9.63,6.2,5,1.67,2,47.751074,-120.740139,Washington,0
AK,111,415,0,0,0,172.8,58,29.38,183.1,108,15.56,158.8,104,7.15,7.9,3,2.13,4,63.588753,-154.493062,Alaska,1
CT,150,510,0,0,0,189.3,77,32.18,220.9,105,18.78,238.7,117,10.74,9.2,5,2.48,4,41.60322100000001,-73.087749,Connecticut,0
AK,100,415,0,1,29,213.6,127,36.31,175.9,82,14.95,207.2,100,9.32,8.9,3,2.4,1,63.588753,-154.493062,Alaska,0
NJ,88,510,0,0,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3,40.058324,-74.405661,New Jersey,0
WV,50,510,0,0,0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11.0,5,2.97,1,38.597626,-80.454903,West Virginia,0
WV,64,415,0,1,22,200.4,80,34.07,131.1,84,11.14,230.7,67,10.38,7.6,5,2.05,1,38.597626,-80.454903,West Virginia,0
PA,134,408,0,0,0,205.3,122,34.9,240.5,155,20.44,179.1,107,8.06,5.0,9,1.35,1,41.203322,-77.194525,Pennsylvania,0
VA,44,408,0,0,0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0,37.431573,-78.656894,Virginia,0
UT,103,510,0,1,36,87.2,92,14.82,169.3,110,14.39,166.7,80,7.5,10.9,5,2.94,6,39.32098,-111.093731,Utah,1
ND,149,408,0,0,0,175.4,80,29.82,197.4,127,16.78,188.2,102,8.47,9.7,2,2.62,2,47.551493,-101.002012,North Dakota,0
WI,111,415,0,1,36,166.2,54,28.25,238.8,109,20.3,108.8,92,4.9,11.2,2,3.02,3,43.78444,-88.787868,Wisconsin,0
NJ,80,415,0,0,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,40.058324,-74.405661,New Jersey,1
HI,97,415,0,1,43,121.1,105,20.59,260.2,115,22.12,222.4,100,10.01,8.3,5,2.24,3,19.898682,-155.66585700000005,Hawaii,0
OH,119,415,0,1,27,220.1,128,37.42,268.2,133,22.8,146.5,80,6.59,11.1,3,3.0,0,40.417287,-82.907123,Ohio,0
WA,55,415,0,0,0,194.1,121,33.0,176.6,110,15.01,302.8,136,13.63,7.0,7,1.89,2,47.751074,-120.740139,Washington,0
AZ,94,415,0,0,0,220.8,111,37.54,156.2,67,13.28,187.9,89,8.46,10.5,4,2.84,2,34.048928000000004,-111.093731,Arizona,0
WV,32,408,0,1,26,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,1,38.597626,-80.454903,West Virginia,0
MT,116,415,0,1,35,182.8,122,31.08,212.7,119,18.08,193.8,103,8.72,11.0,2,2.97,1,46.879682,-110.362566,Montana,0
AK,52,510,0,0,0,148.3,83,25.21,181.6,79,15.44,155.6,104,7.0,8.3,6,2.24,3,63.588753,-154.493062,Alaska,0
VT,60,415,0,0,0,193.9,118,32.96,85.0,110,7.23,210.1,134,9.45,13.2,8,3.56,3,44.55880300000001,-72.577841,Vermont,0
ND,153,415,0,1,31,218.5,130,37.15,134.2,103,11.41,118.9,105,5.35,9.4,6,2.54,0,47.551493,-101.002012,North Dakota,0
AR,138,510,0,0,0,146.5,101,24.91,284.5,142,24.18,176.0,98,7.92,14.0,6,3.78,3,35.20105,-91.831833,Arkansas,0
AZ,113,510,0,0,0,81.3,116,13.82,220.6,124,18.75,235.7,113,10.61,8.9,3,2.4,0,34.048928000000004,-111.093731,Arizona,0
KS,91,408,1,0,0,246.4,110,41.89,182.0,98,15.47,157.6,106,7.09,12.1,2,3.27,2,39.011902,-98.484246,Kansas,1
DC,148,415,0,1,38,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,4,4.46,2,38.905985,-77.03341800000003,District of Columbia,0
AL,144,415,0,0,0,177.5,93,30.18,287.4,75,24.43,180.5,118,8.12,11.9,3,3.21,2,32.318231,-86.902298,Alabama,0
MD,117,415,0,1,23,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,39.045755,-76.641271,Maryland,0
AR,98,415,0,0,0,227.1,116,38.61,120.5,103,10.24,117.0,102,5.27,4.7,4,1.27,5,35.20105,-91.831833,Arkansas,1
IL,85,415,0,1,29,144.6,97,24.58,140.0,102,11.9,165.4,148,7.44,10.9,3,2.94,1,40.633125,-89.398528,Illinois,0
OK,35,510,0,1,37,181.2,76,30.8,177.6,98,15.1,228.0,136,10.26,5.0,3,1.35,2,35.007752,-97.092877,Oklahoma,0
AL,93,408,0,0,0,267.9,114,45.54,223.0,74,18.96,262.7,90,11.82,11.3,3,3.05,3,32.318231,-86.902298,Alabama,1
MO,101,415,1,0,0,156.4,116,26.59,130.4,114,11.08,207.3,109,9.33,7.3,5,1.97,1,37.964253,-91.831833,Missouri,0
MS,86,510,0,1,39,261.2,122,44.4,214.2,101,18.21,154.9,101,6.97,12.7,5,3.43,2,32.354668,-89.398528,Mississippi,0
MN,40,510,1,0,0,170.7,55,29.02,179.1,108,15.22,281.9,89,12.69,8.2,9,2.21,3,46.729553,-94.6859,Minnesota,0
AK,52,415,0,1,24,170.9,71,29.05,201.4,80,17.12,159.0,124,7.15,4.1,5,1.11,2,63.588753,-154.493062,Alaska,0
AL,102,408,0,0,0,224.7,81,38.2,129.4,112,11.0,167.6,109,7.54,15.8,6,4.27,1,32.318231,-86.902298,Alabama,0
VA,105,415,0,0,0,259.3,96,44.08,175.2,97,14.89,222.4,36,10.01,12.0,5,3.24,3,37.431573,-78.656894,Virginia,0
IL,100,415,0,0,0,191.9,95,32.62,200.9,101,17.08,271.9,74,12.24,18.2,3,4.91,1,40.633125,-89.398528,Illinois,0
AK,52,408,0,0,0,217.0,104,36.89,152.3,83,12.95,134.3,109,6.04,11.8,4,3.19,2,63.588753,-154.493062,Alaska,0
IA,152,415,0,0,0,206.3,98,35.07,292.8,82,24.89,43.7,121,1.97,10.6,4,2.86,1,41.878003,-93.097702,Iowa,0
RI,83,415,0,1,20,95.0,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,41.580095,-71.477429,Rhode Island,0
NM,119,510,0,1,23,154.0,114,26.18,278.0,137,23.63,228.4,112,10.28,11.8,4,3.19,2,34.97273,-105.032363,New Mexico,0
OH,84,408,0,0,0,159.5,125,27.12,247.1,90,21.0,187.9,82,8.46,7.2,4,1.94,2,40.417287,-82.907123,Ohio,0
AZ,140,408,0,0,0,173.2,91,29.44,196.8,106,16.73,209.3,128,9.42,11.2,5,3.02,3,34.048928000000004,-111.093731,Arizona,0
TX,90,408,1,0,0,221.8,97,37.71,203.8,134,17.32,215.8,154,9.71,8.4,4,2.27,1,31.968599,-99.901813,Texas,0
OK,86,415,0,1,33,253.1,112,43.03,210.1,94,17.86,95.0,98,4.27,11.9,4,3.21,3,35.007752,-97.092877,Oklahoma,0
VT,152,510,0,1,20,214.6,108,36.48,96.6,82,8.21,170.7,145,7.68,7.9,5,2.13,1,44.55880300000001,-72.577841,Vermont,0
FL,108,510,0,0,0,210.7,112,35.82,238.7,73,20.29,253.6,90,11.41,9.2,5,2.48,3,27.664827,-81.515754,Florida,0
KS,101,415,0,0,0,231.3,87,39.32,224.7,88,19.1,214.6,69,9.66,7.2,7,1.94,1,39.011902,-98.484246,Kansas,0
AL,111,510,0,0,0,176.4,62,29.99,201.0,124,17.09,150.4,138,6.77,11.2,2,3.02,0,32.318231,-86.902298,Alabama,0
AL,8,415,0,1,36,242.9,67,41.29,170.9,59,14.53,177.3,130,7.98,4.8,12,1.3,1,32.318231,-86.902298,Alabama,0
NJ,75,415,0,1,42,248.9,93,42.31,170.8,108,14.52,104.5,91,4.7,11.2,8,3.02,1,40.058324,-74.405661,New Jersey,0
NC,85,510,0,0,0,183.4,111,31.18,168.8,98,14.35,199.7,97,8.99,9.9,4,2.67,4,35.759573,-79.0193,North Carolina,0
CA,112,415,0,0,0,111.9,92,19.02,114.0,143,9.69,146.8,79,6.61,14.1,3,3.81,5,36.778261,-119.417932,California,1
OR,159,510,0,0,0,114.8,98,19.52,192.6,101,16.37,259.0,108,11.66,12.2,5,3.29,0,43.804133,-120.554201,Oregon,0
ND,147,408,0,0,0,205.3,95,34.9,166.7,128,14.17,240.6,84,10.83,7.8,4,2.11,1,47.551493,-101.002012,North Dakota,0
PA,91,510,0,0,0,231.8,120,39.41,150.6,106,12.8,269.2,129,12.11,11.6,7,3.13,3,41.203322,-77.194525,Pennsylvania,0
KS,24,510,0,0,0,243.0,91,41.31,183.9,77,15.63,184.3,109,8.29,15.3,6,4.13,0,39.011902,-98.484246,Kansas,1
IL,67,415,0,0,0,109.1,117,18.55,217.4,124,18.48,188.4,141,8.48,12.8,6,3.46,0,40.633125,-89.398528,Illinois,0
OR,113,415,0,0,0,159.8,143,27.17,210.1,93,17.86,175.1,86,7.88,13.1,7,3.54,2,43.804133,-120.554201,Oregon,0
WA,56,408,0,0,0,210.4,80,35.77,176.6,96,15.01,149.7,56,6.74,15.5,4,4.19,1,47.751074,-120.740139,Washington,0
NY,131,408,1,0,0,122.3,83,20.79,118.8,94,10.1,147.9,95,6.66,13.7,3,3.7,3,43.299428000000006,-74.217933,New York,1
NE,66,415,0,0,0,34.0,133,5.78,278.6,61,23.68,129.6,120,5.83,11.5,3,3.11,0,41.492537,-99.901813,Nebraska,0
IN,122,408,0,0,0,296.4,99,50.39,214.8,89,18.26,133.9,107,6.03,11.4,3,3.08,4,40.551217,-85.602364,Indiana,1
DC,148,415,0,1,11,252.9,129,42.99,284.3,88,24.17,262.8,99,11.83,12.3,1,3.32,1,38.905985,-77.03341800000003,District of Columbia,0
CT,212,415,0,0,0,126.0,96,21.42,144.3,80,12.27,302.8,102,13.63,7.6,3,2.05,1,41.60322100000001,-73.087749,Connecticut,0
DC,24,408,0,0,0,149.0,73,25.33,131.0,81,11.14,238.6,69,10.74,8.6,3,2.32,2,38.905985,-77.03341800000003,District of Columbia,1
OR,48,415,0,0,0,190.4,92,32.37,317.5,85,26.99,133.4,113,6.0,8.3,4,2.24,2,43.804133,-120.554201,Oregon,0
AZ,108,415,0,0,0,193.3,126,32.86,154.7,85,13.15,174.8,98,7.87,9.4,6,2.54,3,34.048928000000004,-111.093731,Arizona,0
OK,160,408,0,0,0,166.4,117,28.29,317.0,129,26.95,160.4,121,7.22,10.0,2,2.7,1,35.007752,-97.092877,Oklahoma,0
IN,115,408,0,0,0,146.7,128,24.94,106.2,74,9.03,197.7,104,8.9,11.1,4,3.0,2,40.551217,-85.602364,Indiana,0
MA,112,415,0,1,17,183.2,95,31.14,252.8,125,21.49,156.7,95,7.05,9.7,3,2.62,0,42.407211,-71.382437,Massachusetts,0
MO,58,415,0,0,0,149.4,145,25.4,196.5,105,16.7,209.5,108,9.43,14.9,3,4.02,1,37.964253,-91.831833,Missouri,0
LA,40,510,0,0,0,109.4,107,18.6,244.7,102,20.8,276.9,123,12.46,7.1,7,1.92,0,31.244823,-92.145024,Louisiana,0
AR,33,408,0,0,0,251.9,81,42.82,194.6,96,16.54,211.2,87,9.5,8.4,3,2.27,2,35.20105,-91.831833,Arkansas,0
WV,111,510,0,0,0,214.3,118,36.43,208.5,76,17.72,182.4,98,8.21,12.0,2,3.24,1,38.597626,-80.454903,West Virginia,0
